,fsym_id,bbg_id,ticker,bm_id,pid,strategy,rdate
79,DLSMXK-R,/bbgid/BBG000BX3BL3,WY US,SP500,,,2021-09-30
80,DMRWLY-R,/bbgid/BBG000BJ26K7,ALB US,SP500,,,2021-09-30
81,DMX4QY-R,/bbgid/BBG00YTS96G2,APA US,SP500,,,2021-09-30
82,DRBC9M-R,/bbgid/BBG000BKR1D6,GWW US,SP500,,,2021-09-30
83,DTKPJP-R,/bbgid/BBG000B9XYV2,AMT US,SP500,BG001,US,2021-09-30
84,DTKZ1Y-R,/bbgid/BBG000BCTLF6,BAC US,SP500,,,2021-09-30
85,DXVDJ4-R,/bbgid/BBG000KLB4Q1,SWKS US,SP500,,US,2021-09-30
86,DXW84Y-R,/bbgid/BBG000BT7JW9,SNA US,SP500,,,2021-09-30
87,DXZQS6-R,/bbgid/BBG000NSCNT7,PFG US,SP500,,,2021-09-30
88,F05QG0-R,/bbgid/BBG000P458P3,DPZ US,SP500,,US,2021-09-30
89,F07Q7W-R,/bbgid/BBG000H3YXF8,CTAS US,SP500,BG001,,2021-09-30
90,F17SJ1-R,/bbgid/BBG000BB6G37,ADI US,SP500,,,2021-09-30
91,F1B8CH-R,/bbgid/BBG000VPGNR2,CHTR US,SP500,,,2021-09-30
92,F1DFCD-R,/bbgid/BBG000BR54L0,PHM US,SP500,,US,2021-09-30
93,F1DNTM-R,/bbgid/BBG000BS73J1,RJF US,SP500,,,2021-09-30
94,F82H8Q-R,/bbgid/BBG000CC7LQ7,ZBRA US,SP500,,,2021-09-30
95,F9VYPD-R,/bbgid/BBG0078W3NQ3,HPE US,SP500,,,2021-09-30
96,FBB432-R,/bbgid/BBG000BQSQ38,PAYX US,SP500,,,2021-09-30
97,FBCHQC-R,/bbgid/BBG000BNGTQ7,BBWI US,SP500,,,2021-09-30
98,FCK6QT-R,/bbgid/BBG000QY3XZ2,EXPE US,SP500,,,2021-09-30
99,FDS1XB-R,/bbgid/BBG000BJVN28,FRT US,SP500,,,2021-09-30
100,FDS65G-R,/bbgid/BBG000Q3JN03,RF US,SP500,,,2021-09-30
101,FFQNC3-R,/bbgid/BBG000C1S2X2,VRTX US,SP500,,,2021-09-30
102,FH1NKL-R,/bbgid/BBG000BN5HF7,LEN US,SP500,,US,2021-09-30
103,FJ1B1C-R,/bbgid/BBG000BBHXQ3,AJG US,SP500,,,2021-09-30
104,FJ4J4C-R,/bbgid/BBG000BHKYH4,ECL US,SP500,,,2021-09-30
105,FJ4NDH-R,/bbgid/BBG000BSBZH7,ROST US,SP500,,,2021-09-30
106,FJ8GT6-R,/bbgid/BBG000BND699,NXPI US,SP500,,US,2021-09-30
107,FMDS8D-R,/bbgid/BBG000BTCH57,CHRW US,SP500,,,2021-09-30
108,FPPSQ1-R,/bbgid/BBG000C4LN67,GRMN US,SP500,,,2021-09-30
109,FPTJVK-R,/bbgid/BBG000BT1715,SJM US,SP500,,,2021-09-30
110,FQJDL3-R,/bbgid/BBG0035M2ZB7,NWS US,SP500,,,2021-09-30
111,FQYW7Q-R,/bbgid/BBG000MQ1SN9,DVA US,SP500,,,2021-09-30
112,FQZF97-R,/bbgid/BBG000F1ZSN5,ROP US,SP500,BG001,,2021-09-30
113,FR4YZK-R,/bbgid/BBG0088CYPX8,NLSN US,SP500,,,2021-09-30
114,FS319Q-R,/bbgid/BBG000BJ81C1,TRV US,SP500,,,2021-09-30
115,FS32CR-R,/bbgid/BBG000BJ8YN7,FAST US,SP500,,,2021-09-30
116,FT7VMB-R,/bbgid/BBG000BRNGM2,ATO US,SP500,,,2021-09-30
117,FT8DNV-R,/bbgid/BBG000BP52R2,MMM US,SP500,,,2021-09-30
118,FT8FQW-R,/bbgid/BBG000HS77T5,VZ US,SP500,,,2021-09-30
119,FV824M-R,/bbgid/BBG000FDBX90,CNP US,SP500,,,2021-09-30
120,FVD6P4-R,/bbgid/BBG005XR47P5,CTLT US,SP500,,,2021-09-30
121,FWHC5K-R,/bbgid/BBG000C2V3D6,A US,SP500,,,2021-09-30
122,FXH4XG-R,/bbgid/BBG000CGC1X8,QCOM US,SP500,,,2021-09-30
123,FXTG1M-R,/bbgid/BBG0059FN811,KEYS US,SP500,,,2021-09-30
124,FYT41X-R,/bbgid/BBG000D898T9,CAH US,SP500,,,2021-09-30
125,FZRL7K-R,/bbgid/BBG000BB8SW7,PKG US,SP500,,,2021-09-30
126,G3949H-R,/bbgid/BBG000QH56C1,CBOE US,SP500,,US,2021-09-30
127,G4GB6B-R,/bbgid/BBG000BV4DR6,TER US,SP500,,US,2021-09-30
128,G7VZQH-R,/bbgid/BBG000BKWSR6,HBAN US,SP500,,,2021-09-30
129,G8WDMZ-R,/bbgid/BBG000BBVJZ8,DVN US,SP500,,,2021-09-30
130,GC9695-R,/bbgid/BBG000BSXQV7,SHW US,SP500,BG001,US,2021-09-30
131,GFJC62-R,/bbgid/BBG000C3J3C9,CSCO US,SP500,,,2021-09-30
132,GFJGD5-R,/bbgid/BBG000BQC9V2,NWL US,SP500,,,2021-09-30
133,GGPDYX-R,/bbgid/BBG000BHLYP4,CME US,SP500,,,2021-09-30
134,GGPVTB-R,/bbgid/BBG000CH5208,UNH US,SP500,BG001,US,2021-09-30
135,GM3DBL-R,/bbgid/BBG00FWQ4VD6,ULTA US,SP500,,,2021-09-30
136,GN6KCJ-R,/bbgid/BBG000BKTFN2,HAL US,SP500,,,2021-09-30
137,GN6RRQ-R,/bbgid/BBG000BVVQQ8,TXT US,SP500,,,2021-09-30
138,GQGQ5C-R,/bbgid/BBG000BLW530,EMN US,SP500,,,2021-09-30
139,GRMY8C-R,/bbgid/BBG000BH3JF8,DHR US,SP500,,US,2021-09-30
140,GRQMJ0-R,/bbgid/BBG000WCFV84,LYB US,SP500,,,2021-09-30
141,GRS9LG-R,/bbgid/BBG000BBNYF6,DRI US,SP500,,,2021-09-30
142,GRSDSK-R,/bbgid/BBG000B9X8C0,AEE US,SP500,,,2021-09-30
143,GS3RJ8-R,/bbgid/BBG000BY2Y78,IVZ US,SP500,,,2021-09-30
144,GX5LJC-R,/bbgid/BBG000BYYLS8,TFC US,SP500,,,2021-09-30
145,GYM5PB-R,/bbgid/BBG0019LSQ49,FRC US,SP500,,,2021-09-30
146,GZF20K-R,/bbgid/BBG000BM5SR2,IP US,SP500,,,2021-09-30
147,GZKHGQ-R,/bbgid/BBG000C1XVK6,RE US,SP500,,,2021-09-30
148,GZMRSV-R,/bbgid/BBG000BN2DC2,CRM US,SP500,,,2021-09-30
149,H0P6P9-R,/bbgid/BBG000D2ZTS8,HBI US,SP500,,,2021-09-30
150,H1PMLS-R,/bbgid/BBG000BFQYY3,CL US,SP500,,,2021-09-30
151,H2VPCM-R,/bbgid/BBG000BBGGQ1,VLO US,SP500,,,2021-09-30
152,H69CWS-R,/bbgid/BBG002PHSYX9,FANG US,SP500,,US,2021-09-30
153,H7DGWR-R,/bbgid/BBG000BKVJK4,HAS US,SP500,,,2021-09-30
154,HF1P15-R,/bbgid/BBG000BJ49H3,BWA US,SP500,,,2021-09-30
155,HF5SX1-R,/bbgid/BBG000C17X76,BIIB US,SP500,,,2021-09-30
156,HHB3C8-R,/bbgid/BBG000D4LWF6,MDLZ US,SP500,,,2021-09-30
157,HJG212-R,/bbgid/BBG000BL8804,HST US,SP500,,,2021-09-30
158,HJXXH4-R,/bbgid/BBG001KJ2HM9,HII US,SP500,,,2021-09-30
159,HKLJPC-R,/bbgid/BBG000BQ8KV2,NUE US,SP500,,,2021-09-30
160,HMVVTC-R,/bbgid/BBG000BD0TF8,BEN US,SP500,,,2021-09-30
161,HN195G-R,/bbgid/BBG000C101X4,ABMD US,SP500,,,2021-09-30
162,HNZVK6-R,/bbgid/BBG000BF6LY3,CCL US,SP500,,,2021-09-30
163,HP13ZD-R,/bbgid/BBG008NXC572,WRK US,SP500,,,2021-09-30
164,HP58X9-R,/bbgid/BBG000F7RCJ1,AAP US,SP500,BG001,US,2021-09-30
165,HQ2MHF-R,/bbgid/BBG00LNJRQ09,AMCR US,SP500,,,2021-09-30
166,HQ4DBK-R,/bbgid/BBG000BQLTW7,ORCL US,SP500,,US,2021-09-30
167,HQ87P5-R,/bbgid/BBG000BVV7G1,TXN US,SP500,BG001,,2021-09-30
168,HSF35X-R,/bbgid/BBG000BNNKG9,MAS US,SP500,,US,2021-09-30
169,HSFL3C-R,/bbgid/BBG000BRJ809,PPG US,SP500,,,2021-09-30
170,HTM0LK-R,/bbgid/BBG009S39JX6,GOOGL US,SP500,,,2021-09-30
171,HVV49B-R,/bbgid/BBG000BR37X2,PGR US,SP500,,,2021-09-30
172,HXZ458-R,/bbgid/BBG000DSMS70,ILMN US,SP500,,,2021-09-30
173,HY8GBD-R,/bbgid/BBG00VT0KNC3,MTCH US,SP500,,,2021-09-30
174,HZ6Z7Q-R,/bbgid/BBG000C0G1D1,INTC US,SP500,,,2021-09-30
175,J1JDGR-R,/bbgid/BBG0074Q3NK6,CZR US,SP500,,,2021-09-30
176,J2MW73-R,/bbgid/BBG000L4M7F1,RMD US,SP500,,,2021-09-30
177,J70N5J-R,/bbgid/BBG000BQVTF5,PCAR US,SP500,,US,2021-09-30
178,J70ZTV-R,/bbgid/BBG000BH1NH9,DE US,SP500,,US,2021-09-30
179,J89J6Y-R,/bbgid/BBG000BNWG87,MDT US,SP500,,,2021-09-30
180,J994MP-R,/bbgid/BBG000H8TVT2,TGT US,SP500,,US,2021-09-30
181,J9F59G-R,/bbgid/BBG000BB5373,WU US,SP500,,,2021-09-30
182,JCPT0R-R,/bbgid/BBG000LD9JQ8,WYNN US,SP500,,,2021-09-30
183,JDQ0K1-R,/bbgid/BBG000C7LMS8,AZO US,SP500,,,2021-09-30
184,JFW5HZ-R,/bbgid/BBG000FP1N32,NTAP US,SP500,,,2021-09-30
185,JJ39BV-R,/bbgid/BBG000CXYSZ6,FFIV US,SP500,,,2021-09-30
186,JKDM7P-R,/bbgid/BBG000BMFFQ0,J US,SP500,,US,2021-09-30
187,JKGP5M-R,/bbgid/BBG000C1FB75,ICE US,SP500,,,2021-09-30
188,JLJ0VZ-R,/bbgid/BBG000C6CFJ5,GS US,SP500,,US,2021-09-30
189,JMHSJV-R,/bbgid/BBG000C0F570,XLNX US,SP500,,,2021-09-30
190,JMHYW0-R,/bbgid/BBG000BR14K5,CB US,SP500,,,2021-09-30
191,JMNLQC-R,/bbgid/BBG000BFT2L4,CMCSA US,SP500,,,2021-09-30
192,JPTF52-R,/bbgid/BBG000BMKDM3,K US,SP500,,,2021-09-30
193,JQZ00G-R,/bbgid/BBG000BKFBD7,STT US,SP500,,,2021-09-30
194,JRFYNM-R,/bbgid/BBG001DCCGR8,MPC US,SP500,,,2021-09-30
195,JTC04X-R,/bbgid/BBG000BGRY34,CVS US,SP500,,,2021-09-30
196,JWH12W-R,/bbgid/BBG000BLMY92,MAA US,SP500,,,2021-09-30
197,JXMLY8-R,/bbgid/BBG000BM7HL0,ADSK US,SP500,,,2021-09-30
198,JYRG0L-R,/bbgid/BBG006G063F9,INFO US,SP500,,,2021-09-30
199,JYWMBW-R,/bbgid/BBG000CKGBP2,GILD US,SP500,,,2021-09-30
200,JZWRR3-R,/bbgid/BBG000PXDL44,LKQ US,SP500,,,2021-09-30
201,K24537-R,/bbgid/BBG000BKFZM4,GLW US,SP500,,,2021-09-30
202,K24Q4R-R,/bbgid/BBG000BGLRN3,LUMN US,SP500,,,2021-09-30
203,K38HHD-R,/bbgid/BBG000BGD7W6,MAR US,SP500,,,2021-09-30
204,K6RW63-R,/bbgid/BBG000C496P7,VIAC US,SP500,,,2021-09-30
205,K7TPSX-R,/bbgid/BBG000BBJQV0,NVDA US,SP500,,,2021-09-30
206,K8YRNT-R,/bbgid/BBG000BT0CM2,SIVB US,SP500,,,2021-09-30
207,J06Y9S-R,/bbgid/BBG000BWSGF4,BRO US,SP500,,,2021-09-30
208,KB2QBM-R,/bbgid/BBG000CVWGS6,ATVI US,SP500,BG001,US,2021-09-30
209,KB3YPS-R,/bbgid/BBG000BJSBJ0,NEE US,SP500,,,2021-09-30
210,KB791X-R,/bbgid/BBG000BCTQ65,XEL US,SP500,,,2021-09-30
211,KC6WDM-R,/bbgid/BBG000C1BW00,LMT US,SP500,,,2021-09-30
212,KDCD3Y-R,/bbgid/BBG000BQ5DS5,NSC US,SP500,,,2021-09-30
213,KDHCQP-R,/bbgid/BBG000BH2JM1,NLOK US,SP500,,,2021-09-30
214,KDJL0T-R,/bbgid/BBG000BCQ4P6,AVY US,SP500,,,2021-09-30
215,KDJSF0-R,/bbgid/BBG000BBL0Y1,ALK US,SP500,,,2021-09-30
216,KFJFWS-R,/bbgid/BBG000C1HN22,IEX US,SP500,,,2021-09-30
217,KFMMZS-R,/bbgid/BBG000FKJRC5,EL US,SP500,,,2021-09-30
218,KFP2R4-R,/bbgid/BBG000C41023,UDR US,SP500,,,2021-09-30
219,KFQHFG-R,/bbgid/BBG000QX74T1,CMG US,SP500,,,2021-09-30
220,KHX8Q2-R,/bbgid/BBG000BN84F3,DGX US,SP500,,,2021-09-30
221,KK1SFD-R,/bbgid/BBG000DW4Q75,LNT US,SP500,,,2021-09-30
222,KK1YRK-R,/bbgid/BBG000CX0P89,GPN US,SP500,,,2021-09-30
223,KM5Q58-R,/bbgid/BBG000BSLZY7,SCHW US,SP500,,,2021-09-30
224,KMBRT0-R,/bbgid/BBG000BLPBL5,AVB US,SP500,,,2021-09-30
225,KPFMHW-R,/bbgid/BBG000L9CV04,UPS US,SP500,,,2021-09-30
226,KRQTDT-R,/bbgid/BBG000J2XL74,PM US,SP500,,,2021-09-30
227,KTBGHT-R,/bbgid/BBG005D7PF34,CDAY US,SP500,,,2021-09-30
228,KTPK4Q-R,/bbgid/BBG0035LY913,NWSA US,SP500,,,2021-09-30
229,KV0J41-R,/bbgid/BBG000BMHYD1,JNJ US,SP500,,,2021-09-30
230,KW432H-R,/bbgid/BBG000BMH2Q7,JKHY US,SP500,,,2021-09-30
231,KXDMGL-R,/bbgid/BBG0113JGQF0,STX US,SP500,,,2021-09-30
232,KYCY91-R,/bbgid/BBG000BLGFJ9,LHX US,SP500,,US,2021-09-30
233,KYJFW8-R,/bbgid/BBG000BQZMH4,PEG US,SP500,,,2021-09-30
234,KYKCS8-R,/bbgid/BBG000VMWHH5,DISCK US,SP500,,,2021-09-30
235,KZKK3D-R,/bbgid/BBG000BG4202,CPB US,SP500,,,2021-09-30
236,L32LM8-R,/bbgid/BBG00DYNJGH9,HWM US,SP500,,,2021-09-30
237,L6CPTK-R,/bbgid/BBG000BH5DV1,INTU US,SP500,BG001,,2021-09-30
238,L7LP86-R,/bbgid/BBG000C23PB0,LDOS US,SP500,,,2021-09-30
239,L8SKLT-R,/bbgid/BBG000DQLV23,BMY US,SP500,,,2021-09-30
240,LBWNRX-R,/bbgid/BBG000BNC3Y9,LNC US,SP500,,,2021-09-30
241,LC0H1H-R,/bbgid/BBG000BLBVN4,BKNG US,SP500,,,2021-09-30
242,LC1BTF-R,/bbgid/BBG000PSKYX7,V US,SP500,BG001,,2021-09-30
243,LD0WYZ-R,/bbgid/BBG000BGKTF9,COF US,SP500,,,2021-09-30
244,LD13C5-R,/bbgid/BBG000BNPSQ9,INCY US,SP500,,,2021-09-30
245,LHKN8Z-R,/bbgid/BBG000BQ2C28,NOC US,SP500,,,2021-09-30
246,LJQYJ1-R,/bbgid/BBG000BKPL53,ZBH US,SP500,,,2021-09-30
247,LKPWM4-R,/bbgid/BBG000BTQR96,SWK US,SP500,,,2021-09-30
248,LN3P8B-R,/bbgid/BBG000BY29C7,TPR US,SP500,,,2021-09-30
249,LPRN3T-R,/bbgid/BBG00JHNJW99,FOXA US,SP500,,,2021-09-30
250,LQ766T-R,/bbgid/BBG00GVR8YQ9,LIN US,SP500,,US,2021-09-30
251,LQBB5R-R,/bbgid/BBG000F1ZSQ2,MA US,SP500,BG001,US,2021-09-30
252,LRK013-R,/bbgid/BBG000BJL3N0,FITB US,SP500,,,2021-09-30
253,LTN366-R,/bbgid/BBG00KXRCDP0,CI US,SP500,,US,2021-09-30
254,LTP0Z2-R,/bbgid/BBG000BGJRC8,CSX US,SP500,,US,2021-09-30
255,LTP334-R,/bbgid/BBG000BK67C7,GD US,SP500,,,2021-09-30
256,LTSNXH-R,/bbgid/BBG000BDXCJ5,CNC US,SP500,,,2021-09-30
257,LVYTWF-R,/bbgid/BBG000KCZPC3,IRM US,SP500,,,2021-09-30
258,LX237L-R,/bbgid/BBG000BD2NY8,BF/B US,SP500,,,2021-09-30
259,LX2WRB-R,/bbgid/BBG000CDZLV8,PENN US,SP500,,,2021-09-30
260,LY653H-R,/bbgid/BBG000C23KJ3,AES US,SP500,,,2021-09-30
261,LZBPWV-R,/bbgid/BBG00Y4RQNH4,VTRS US,SP500,,,2021-09-30
262,M0C1P8-R,/bbgid/BBG000BV59Y6,TFX US,SP500,,,2021-09-30
263,M0H6M5-R,/bbgid/BBG000BBPFB9,AMAT US,SP500,BG001,US,2021-09-30
264,M1FW60-R,/bbgid/BBG000BW3299,UNP US,SP500,,,2021-09-30
265,M1H0C2-R,/bbgid/BBG000BJ2D31,SPG US,SP500,,,2021-09-30
266,M67VFY-R,/bbgid/BBG000BCZL41,VRSK US,SP500,,,2021-09-30
267,M7439D-R,/bbgid/BBG000BFDLV8,CERN US,SP500,,,2021-09-30
268,M79B89-R,/bbgid/BBG000C2BXK4,MGM US,SP500,,,2021-09-30
269,M79R1P-R,/bbgid/BBG000BPD168,MRK US,SP500,,,2021-09-30
270,M8867B-R,/bbgid/BBG007TJF1N7,QRVO US,SP500,,,2021-09-30
271,M8XT6B-R,/bbgid/BBG00JHNKJY8,FOX US,SP500,,,2021-09-30
272,MBK7R0-R,/bbgid/BBG000DB3KT1,WLTW US,SP500,,,2021-09-30
273,MCNYYL-R,/bbgid/BBG000BVPV84,AMZN US,SP500,,,2021-09-30
274,MDYC2K-R,/bbgid/BBG000F86GP6,MCO US,SP500,BG001,US,2021-09-30
275,MFQVZQ-R,/bbgid/BBG0058KMH30,HLT US,SP500,,,2021-09-30
276,MG2TQV-R,/bbgid/BBG000BMQPL1,KEY US,SP500,,,2021-09-30
277,MH33D6-R,/bbgid/BBG000B9XRY4,AAPL US,SP500,,,2021-09-30
278,MH7TCM-R,/bbgid/BBG000BJF1Z8,FDX US,SP500,,US,2021-09-30
279,MJ0XB7-R,/bbgid/BBG000M1R011,NOW US,SP500,,,2021-09-30
280,MJCGG4-R,/bbgid/BBG000BLHRS2,HSY US,SP500,,,2021-09-30
281,MKC1SV-R,/bbgid/BBG000BW8S60,RTX US,SP500,,,2021-09-30
282,MKJ8WW-R,/bbgid/BBG000RTDY25,MSCI US,SP500,,US,2021-09-30
283,MLQ41B-R,/bbgid/BBG000FQ7YR4,LYV US,SP500,,,2021-09-30
284,MMRZQ5-R,/bbgid/BBG000BP8Z50,MSI US,SP500,,,2021-09-30
285,MPXJMM-R,/bbgid/BBG000BH4R78,DIS US,SP500,,,2021-09-30
286,MQ0Y3T-R,/bbgid/BBG000BWGYF8,VMC US,SP500,,,2021-09-30
287,MQ119X-R,/bbgid/BBG000BB6WG8,ADM US,SP500,,,2021-09-30
288,MR0PSP-R,/bbgid/BBG000BSC0K9,DLTR US,SP500,,,2021-09-30
289,MS57L1-R,/bbgid/BBG000KHWT55,HPQ US,SP500,,,2021-09-30
290,MS9FKZ-R,/bbgid/BBG000BS5CM9,BXP US,SP500,,,2021-09-30
291,MTGSY3-R,/bbgid/BBG000BMT9T6,TDY US,SP500,,,2021-09-30
292,MVKZ35-R,/bbgid/BBG000BQ87N0,ES US,SP500,,,2021-09-30
293,MVLTQZ-R,/bbgid/BBG000BCQZS4,AXP US,SP500,,,2021-09-30
294,MXZ7RW-R,/bbgid/BBG000PPFKQ7,BR US,SP500,BG001,,2021-09-30
295,MYW502-R,/bbgid/BBG000BS1YV5,TTWO US,SP500,,,2021-09-30
296,MZJHY9-R,/bbgid/BBG001QD41M9,APTV US,SP500,,,2021-09-30
297,N2GNNQ-R,/bbgid/BBG000BXM6V2,UAA US,SP500,,,2021-09-30
298,N4P9L4-R,/bbgid/BBG000BX57K1,XRAY US,SP500,,,2021-09-30
299,NB76FG-R,/bbgid/BBG000BGKHZ3,VRSN US,SP500,,,2021-09-30
300,NBCKRK-R,/bbgid/BBG000BJPDZ1,ISRG US,SP500,,,2021-09-30
301,NCL5GV-R,/bbgid/BBG000BS7KS3,TAP US,SP500,,,2021-09-30
